sim_id,split,tendon_l1,visco_g1,visco_t1,ramp_time,mse,rmse,mae,max_ae,peak_true,peak_pred,peak_abs_err,final_true,final_pred,final_abs_err
full_v2_098,test,4.0,0.6000000238418579,0.10000000149011612,0.20000000298023224,0.00011332725989632308,0.010645527694591898,0.01043129526078701,0.022543132305145264,0.7645757794380188,0.7493678331375122,0.015207946300506592,0.4663715958595276,0.45463746786117554,0.01173412799835205
full_v2_100,test,4.0,0.6000000238418579,0.10000000149011612,0.4000000059604645,6.752543413313106e-05,0.008217386088844253,0.007413710001856089,0.012437820434570312,0.6395953297615051,0.6386017203330994,0.0009936094284057617,0.4667852222919464,0.4543474018573761,0.012437820434570312
full_v2_110,test,4.0,0.6000000238418579,0.4000000059604645,0.20000000298023224,1.6237967429333366e-05,0.004029636141059558,0.002791584702208638,0.011867523193359375,0.9900059700012207,0.988379955291748,0.0016260147094726562,0.5428878664970398,0.5417171716690063,0.0011706948280334473
full_v2_135,test,5.0,0.30000001192092896,0.20000000298023224,0.30000001192092896,0.0002958002733066678,0.017198845115491558,0.016127340495586395,0.02681863307952881,1.1980193853378296,1.2068536281585693,0.008834242820739746,0.9956609010696411,1.02247953414917,0.02681863307952881
full_v2_136,test,5.0,0.30000001192092896,0.20000000298023224,0.4000000059604645,0.00010328222560929134,0.010162786311307119,0.009026579558849335,0.019610941410064697,1.1648253202438354,1.1698436737060547,0.005018353462219238,0.9982132315635681,1.0178241729736328,0.019610941410064697
full_v2_139,test,5.0,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0001596274960320443,0.012634377548262687,0.012007146142423153,0.023017525672912598,1.2417607307434082,1.2521553039550781,0.010394573211669922,1.0147277116775513,1.0308845043182373,0.016156792640686035
full_v2_147,test,5.0,0.44999998807907104,0.10000000149011612,0.30000001192092896,0.00018487787747289985,0.013596980454236884,0.01234899926930666,0.01750558614730835,0.9864033460617065,0.9886937141418457,0.00229036808013916,0.7865520119667053,0.8035172820091248,0.016965270042419434
full_v2_154,test,5.0,0.44999998807907104,0.30000001192092896,0.20000000298023224,0.00021588930394500494,0.014693172017811706,0.014147428795695305,0.025685757398605347,1.2280319929122925,1.2313079833984375,0.0032759904861450195,0.8201040029525757,0.8377926349639893,0.017688632011413574
full_v2_158,test,5.0,0.44999998807907104,0.4000000059604645,0.20000000298023224,0.0001316346606472507,0.011473214922036923,0.010947227478027344,0.022609353065490723,1.260370135307312,1.268026351928711,0.007656216621398926,0.855230450630188,0.8679155707359314,0.012685120105743408
full_v2_160,test,5.0,0.44999998807907104,0.4000000059604645,0.4000000059604645,3.893282701028511e-05,0.006239617537180072,0.005332717206329107,0.012899219989776611,1.1721792221069336,1.1701548099517822,0.002024412155151367,0.8771917223930359,0.8682917356491089,0.008899986743927002
full_v2_165,test,5.0,0.6000000238418579,0.20000000298023224,0.10000000149011612,3.0935349059291184e-05,0.005561955506770185,0.003424608614295721,0.02899765968322754,1.2203342914581299,1.1977903842926025,0.022543907165527344,0.5877808928489685,0.5867801308631897,0.0010007619857788086
full_v2_174,test,5.0,0.6000000238418579,0.4000000059604645,0.20000000298023224,7.728267519269139e-05,0.008791056545870432,0.007711658254265785,0.020967721939086914,1.220341444015503,1.224920630455017,0.00457918643951416,0.674444317817688,0.6790928840637207,0.004648566246032715
full_v2_192,test,5.0,0.75,0.4000000059604645,0.4000000059604645,8.673480624565855e-05,0.009313152325912991,0.008744628168642521,0.013059616088867188,1.031760811805725,1.018739938735962,0.013020873069763184,0.528917670249939,0.5220751762390137,0.006842494010925293
full_v2_210,test,6.0,0.44999998807907104,0.10000000149011612,0.20000000298023224,0.0002620762097649276,0.016188768012573643,0.015014445409178734,0.03161430358886719,1.2519186735153198,1.2560614347457886,0.00414276123046875,0.9353756308555603,0.9466201066970825,0.011244475841522217
full_v2_215,test,6.0,0.44999998807907104,0.20000000298023224,0.30000001192092896,0.0001739888684824109,0.013190484012439078,0.011532826349139214,0.025097370147705078,1.310849905014038,1.2998875379562378,0.010962367057800293,0.9484186172485352,0.9735159873962402,0.025097370147705078
full_v2_222,test,6.0,0.44999998807907104,0.4000000059604645,0.20000000298023224,6.44279207335785e-05,0.008026700488592962,0.004516757559031248,0.05001121759414673,1.491237998008728,1.4562911987304688,0.03494679927825928,1.0170756578445435,1.0222983360290527,0.005222678184509277
full_v2_224,test,6.0,0.44999998807907104,0.4000000059604645,0.4000000059604645,6.561998452525586e-05,0.008100616305273065,0.006305317394435406,0.05846905708312988,1.3882064819335938,1.3775455951690674,0.010660886764526367,1.0429233312606812,1.035352349281311,0.007570981979370117
full_v2_236,test,6.0,0.6000000238418579,0.30000001192092896,0.4000000059604645,4.7334269765997306e-05,0.006879990535313061,0.0057889726012945175,0.014777392148971558,1.2337936162948608,1.2247588634490967,0.00903475284576416,0.7726240754127502,0.7668929696083069,0.005731105804443359
full_v2_250,test,6.0,0.75,0.30000001192092896,0.20000000298023224,5.343655720935203e-05,0.007310031272802602,0.0054509202018380165,0.03877556324005127,1.3340381383895874,1.2966022491455078,0.03743588924407959,0.513103723526001,0.5250621438026428,0.011958420276641846
